goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
40856,"5000000000","80","SILK"
40857,"5001000000","80","Silkworm cocoons suitable for reeling"
40858,"5002000000","80","Raw silk (not thrown)"
40859,"5003000000","80","Silk waste (including cocoons unsuitable for reeling yarn waste and garnetted stock)"
86770,"5003000010","80","Not carded or combed"
86771,"5003000090","80","Other"
40862,"5004000000","80","Silk yarn (other than yarn spun from silk waste) not put up for retail sale"
40863,"5004001000","80","Unbleached scoured or bleached"
40864,"5004001010","80","Yarn spun entirely from silk"
40865,"5004001090","80","Other"
40866,"5004009000","80","Other"
40869,"5005000000","80","Yarn spun from silk waste not put up for retail sale"
40870,"5005001000","80","Unbleached scoured or bleached"
40871,"5005001010","80","Yarn spun entirely from silk waste (noil) not put up for retail sale"
40872,"5005001090","80","Other"
40873,"5005009000","80","Other"
40874,"5005009010","80","Yarn spun entirely from silk waste (noil) not put up for retail sale"
40875,"5005009090","80","Other"
40876,"5006000000","80","Silk yarn and yarn spun from silk waste put up for retail sale; silkworm gut"
40877,"5006001000","80","Silk yarn"
40878,"5006009000","80","Yarn spun from noil or other silk waste; silkworm gut"
40879,"5007000000","80","Woven fabrics of silk or of silk waste"
40880,"5007100000","80","Fabrics of noil silk"
40881,"5007100010","80","Manufactured on handlooms"
70077,"5007100090","80","Other"
40886,"5007200000","80","Other fabrics containing 85 % or more by weight of silk or of silk waste other than noil silk"
40893,"5007201100","10","Crêpes"
40894,"5007201100","80","Unbleached scoured or bleached"
40895,"5007201110","80","Manufactured on handlooms"
70079,"5007201190","80","Other"
40899,"5007201900","80","Other"
40900,"5007201910","80","Manufactured on handlooms"
70081,"5007201990","80","Other"
40904,"5007202100","10","Pongee habutai honan shantung corah and similar far eastern fabrics wholly of silk (not mixed with noil or other silk waste or with other textile materials)"
40905,"5007202100","80","Plain-woven unbleached or not further processed than scoured"
40906,"5007202110","80","Manufactured on handlooms"
70082,"5007202190","80","Other"
40911,"5007203100","10","Other"
40912,"5007203100","80","Plain-woven"
88886,"5007203120","80","Manufactured on handlooms"
88887,"5007203180","80","Other"
40915,"5007203900","80","Other"
88885,"5007203920","80","Manufactured on handlooms"
88884,"5007203980","80","Other"
40918,"5007204100","10","Other"
40919,"5007204100","80","Diaphanous fabrics (open weave)"
40920,"5007204110","80","Manufactured on handlooms"
40921,"5007204190","80","Other"
40922,"5007205100","10","Other"
40923,"5007205100","80","Unbleached scoured or bleached"
40924,"5007205110","80","Manufactured on handlooms"
40925,"5007205190","80","Other"
40926,"5007205900","80","Dyed"
40927,"5007205910","80","Manufactured on handlooms"
40928,"5007205990","80","Other"
40929,"5007206100","10","Of yarns of different colours"
40930,"5007206100","80","Of a width exceeding 57 cm but not exceeding 75 cm"
40931,"5007206110","80","Manufactured on handlooms"
40932,"5007206190","80","Other"
40933,"5007206900","80","Other"
40934,"5007206910","80","Manufactured on handlooms"
40935,"5007206990","80","Other"
40936,"5007207100","80","Printed"
40937,"5007207110","80","Manufactured on handlooms"
40938,"5007207190","80","Other"
40939,"5007900000","80","Other fabrics"
40940,"5007901000","80","Unbleached scoured or bleached"
40941,"5007901010","80","Manufactured on handlooms"
40942,"5007901090","80","Other"
40943,"5007903000","80","Dyed"
40944,"5007903010","80","Manufactured on handlooms"
40945,"5007903090","80","Other"
40946,"5007905000","80","Of yarns of different colours"
40947,"5007905010","80","Manufactured on handlooms"
40948,"5007905090","80","Other"
40949,"5007909000","80","Printed"
40950,"5007909010","80","Manufactured on handlooms"
40951,"5007909090","80","Other"
40952,"5100000000","80","WOOL FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC"
40953,"5101000000","80","Wool not carded or combed"
40954,"5101110000","10","Greasy including fleece-washed wool"
40955,"5101110000","80","Shorn wool"
40956,"5101190000","80","Other"
40957,"5101210000","10","Degreased not carbonised"
40958,"5101210000","80","Shorn wool"
40959,"5101290000","80","Other"
40960,"5101300000","80","Carbonised"
40961,"5102000000","80","Fine or coarse animal hair not carded or combed"
73852,"5102110000","10","Fine animal hair"
73853,"5102110000","80","Of Kashmir (cashmere) goats"
73854,"5102190000","80","Other"
73855,"5102191000","80","Of angora rabbit"
73856,"5102193000","80","Of alpaca llama or vicuna"
73857,"5102194000","80","Of camel (including dromedary) or yak or of angora Tibetan or similar goats"
73858,"5102199000","80","Of rabbit (other than angora rabbit) hare beaver nutria or muskrat"
40967,"5102200000","80","Coarse animal hair"
40968,"5103000000","80","Waste of wool or of fine or coarse animal hair including yarn waste but excluding garnetted stock"
40969,"5103100000","80","Noils of wool or of fine animal hair"
40970,"5103101000","80","Not carbonised"
40971,"5103109000","80","Carbonised"
40972,"5103200000","80","Other waste of wool or of fine animal hair"
40977,"5103300000","80","Waste of coarse animal hair"
40978,"5104000000","80","Garnetted stock of wool or of fine or coarse animal hair"
40979,"5105000000","80","Wool and fine or coarse animal hair carded or combed (including combed wool in fragments)"
40980,"5105100000","80","Carded wool"
40981,"5105210000","10","Wool tops and other combed wool"
40982,"5105210000","80","Combed wool in fragments"
40983,"5105290000","80","Other"
73859,"5105310000","10","Fine animal hair carded or combed"
73860,"5105310000","80","Of Kashmir (cashmere) goats"
73861,"5105390000","80","Other"
40987,"5105400000","80","Coarse animal hair carded or combed"
40988,"5106000000","80","Yarn of carded wool not put up for retail sale"
40989,"5106100000","80","Containing 85 % or more by weight of wool"
40990,"5106101000","80","Unbleached"
40991,"5106109000","80","Other"
40992,"5106200000","80","Containing less than 85 % by weight of wool"
70257,"5106201000","80","Containing 85 % or more by weight of wool and fine animal hair"
40996,"5106209100","10","Other"
40997,"5106209100","80","Unbleached"
40998,"5106209900","80","Other"
40999,"5107000000","80","Yarn of combed wool not put up for retail sale"
41000,"5107100000","80","Containing 85 % or more by weight of wool"
41001,"5107101000","80","Unbleached"
41002,"5107109000","80","Other"
41003,"5107200000","80","Containing less than 85 % by weight of wool"
41004,"5107201000","10","Containing 85 % or more by weight of wool and fine animal hair"
41005,"5107201000","80","Unbleached"
41006,"5107203000","80","Other"
41007,"5107205100","10","Other"
41008,"5107205100","20","Mixed solely or mainly with synthetic staple fibres"
41009,"5107205100","80","Unbleached"
41010,"5107205900","80","Other"
41011,"5107209100","10","Otherwise mixed"
41012,"5107209100","80","Unbleached"
41013,"5107209900","80","Other"
41014,"5108000000","80","Yarn of fine animal hair (carded or combed) not put up for retail sale"
41015,"5108100000","80","Carded"
41016,"5108101000","80","Unbleached"
41017,"5108109000","80","Other"
41018,"5108200000","80","Combed"
41019,"5108201000","80","Unbleached"
41020,"5108209000","80","Other"
41021,"5109000000","80","Yarn of wool or of fine animal hair put up for retail sale"
41022,"5109100000","80","Containing 85 % or more by weight of wool or of fine animal hair"
41023,"5109101000","80","In balls hanks or skeins of a weight exceeding 125 g but not exceeding 500 g"
41024,"5109109000","80","Other"
41025,"5109900000","80","Other"
41028,"5110000000","80","Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn) whether or not put up for retail sale"
41029,"5111000000","80","Woven fabrics of carded wool or of carded fine animal hair"
41030,"5111110000","10","Containing 85 % or more by weight of wool or of fine animal hair"
41031,"5111110000","80","Of a weight not exceeding 300 g/m<sup>2</sup>"
41032,"5111190000","80","Other"
41035,"5111200000","80","Other mixed mainly or solely with man-made filaments"
41036,"5111300000","80","Other mixed mainly or solely with man-made staple fibres"
41037,"5111301000","80","Of a weight not exceeding 300 g/m<sup>2</sup>"
96732,"5111308000","80","Of a weight exceeding 300 g/m<sup>2</sup>"
41040,"5111900000","80","Other"
41041,"5111901000","80","Containing a total of more than 10 % by weight of textile materials of Chapter 50"
41042,"5111909100","10","Other"
41043,"5111909100","80","Of a weight not exceeding 300 g/m<sup>2</sup>"
96733,"5111909800","80","Of a weight exceeding 300 g/m<sup>2</sup>"
41046,"5112000000","80","Woven fabrics of combed wool or of combed fine animal hair"
41047,"5112110000","10","Containing 85 % or more by weight of wool or of fine animal hair"
41048,"5112110000","80","Of a weight not exceeding 200 g/m<sup>2</sup>"
41049,"5112190000","80","Other"
41052,"5112200000","80","Other mixed mainly or solely with man-made filaments"
41053,"5112300000","80","Other mixed mainly or solely with man-made staple fibres"
41054,"5112301000","80","Of a weight not exceeding 200 g/m<sup>2</sup>"
96745,"5112308000","80","Of a weight exceeding 200 g/m<sup>2</sup>"
41057,"5112900000","80","Other"
41058,"5112901000","80","Containing a total of more than 10 % by weight of textile materials of Chapter 50"
41059,"5112909100","10","Other"
41060,"5112909100","80","Of a weight not exceeding 200 g/m<sup>2</sup>"
96746,"5112909800","80","Of a weight exceeding 200 g/m<sup>2</sup>"
41063,"5113000000","80","Woven fabrics of coarse animal hair or of horsehair"
41064,"5200000000","80","COTTON"
41065,"5201000000","80","Cotton not carded or combed"
41066,"5201001000","80","Rendered absorbent or bleached"
41067,"5201009000","80","Other"
41068,"5202000000","80","Cotton waste (including yarn waste and garnetted stock)"
41069,"5202100000","80","Yarn waste (including thread waste)"
41070,"5202910000","10","Other"
41071,"5202910000","80","Garnetted stock"
41072,"5202990000","80","Other"
41073,"5203000000","80","Cotton carded or combed"
41074,"5204000000","80","Cotton sewing thread whether or not put up for retail sale"
41075,"5204110000","10","Not put up for retail sale"
41076,"5204110000","80","Containing 85 % or more by weight of cotton"
41077,"5204190000","80","Other"
41078,"5204200000","80","Put up for retail sale"
41079,"5205000000","80","Cotton yarn (other than sewing thread) containing 85 % or more by weight of cotton not put up for retail sale"
41080,"5205110000","10","Single yarn of uncombed fibres"
41081,"5205110000","80","Measuring 71429 decitex or more (not exceeding 14 metric number)"
41082,"5205120000","80","Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
41083,"5205130000","80","Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
41084,"5205140000","80","Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
41085,"5205150000","80","Measuring less than 125 decitex (exceeding 80 metric number)"
41086,"5205151000","80","Measuring less than 125 decitex but not less than 8333 decitex (exceeding 80 metric number but not exceeding 120 metric number)"
41087,"5205159000","80","Measuring less than 8333 decitex (exceeding 120 metric number)"
41088,"5205210000","10","Single yarn of combed fibres"
41089,"5205210000","80","Measuring 71429 decitex or more (not exceeding 14 metric number)"
41090,"5205220000","80","Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
41091,"5205230000","80","Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
41092,"5205240000","80","Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
59892,"5205260000","80","Measuring less than 125 decitex but not less than 10638 decitex (exceeding 80 metric number but not exceeding 94 metric number)"
59893,"5205270000","80","Measuring less than 10638 decitex but not less than 8333 decitex (exceeding 94 metric number but not exceeding 120 metric number)"
59894,"5205280000","80","Measuring less than 8333 decitex (exceeding 120 metric number)"
41097,"5205310000","10","Multiple (folded) or cabled yarn of uncombed fibres"
41098,"5205310000","80","Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn)"
41099,"5205320000","80","Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
41100,"5205330000","80","Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
41101,"5205340000","80","Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
41102,"5205350000","80","Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)"
41105,"5205410000","10","Multiple (folded) or cabled yarn of combed fibres"
41106,"5205410000","80","Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn)"
41107,"5205420000","80","Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
41108,"5205430000","80","Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
41109,"5205440000","80","Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
59895,"5205460000","80","Measuring per single yarn less than 125 decitex but not less than 10638 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)"
59896,"5205470000","80","Measuring per single yarn less than 10638 decitex but not less than 8333 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn)"
59897,"5205480000","80","Measuring per single yarn less than 8333 decitex (exceeding 120 metric number per single yarn)"
41114,"5206000000","80","Cotton yarn (other than sewing thread) containing less than 85 % by weight of cotton not put up for retail sale"
41115,"5206110000","10","Single yarn of uncombed fibres"
41116,"5206110000","80","Measuring 71429 decitex or more (not exceeding 14 metric number)"
41117,"5206120000","80","Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
41118,"5206130000","80","Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
41119,"5206140000","80","Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
41120,"5206150000","80","Measuring less than 125 decitex (exceeding 80 metric number)"
41123,"5206210000","10","Single yarn of combed fibres"
41124,"5206210000","80","Measuring 71429 decitex or more (not exceeding 14 metric number)"
41125,"5206220000","80","Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
41126,"5206230000","80","Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
41127,"5206240000","80","Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
41128,"5206250000","80","Measuring less than 125 decitex (exceeding 80 metric number)"
41131,"5206310000","10","Multiple (folded) or cabled yarn of uncombed fibres"
41132,"5206310000","80","Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn)"
41133,"5206320000","80","Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
41134,"5206330000","80","Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
41135,"5206340000","80","Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
41136,"5206350000","80","Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)"
41139,"5206410000","10","Multiple (folded) or cabled yarn of combed fibres"
41140,"5206410000","80","Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn)"
41141,"5206420000","80","Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
41142,"5206430000","80","Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
41143,"5206440000","80","Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
41144,"5206450000","80","Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)"
41147,"5207000000","80","Cotton yarn (other than sewing thread) put up for retail sale"
41148,"5207100000","80","Containing 85 % or more by weight of cotton"
41149,"5207900000","80","Other"
41150,"5208000000","80","Woven fabrics of cotton containing 85 % or more by weight of cotton weighing not more than 200 g/m<sup>2</sup>"
41151,"5208110000","10","Unbleached"
41152,"5208110000","80","Plain weave weighing not more than 100 g/m<sup>2</sup>"
41153,"5208111000","80","Fabrics for the manufacture of bandages dressings and medical gauzes"
41156,"5208119000","80","Other"
41159,"5208120000","80","Plain weave weighing more than 100 g/m<sup>2</sup>"
70258,"5208121600","10","Plain weave weighing more than 100 g/m<sup>2</sup> but not more than 130 g/m<sup>2</sup> and of a width"
70259,"5208121600","80","Not exceeding 165 cm"
41170,"5208121900","80","Exceeding 165 cm"
70262,"5208129600","10","Plain weave weighing more than 130 g/m<sup>2</sup> and of a width"
70263,"5208129600","80","Not exceeding 165 cm"
41183,"5208129900","80","Exceeding 165 cm"
41186,"5208130000","80","3-thread or 4-thread twill including cross twill"
41189,"5208190000","80","Other fabrics"
41192,"5208210000","10","Bleached"
41193,"5208210000","80","Plain weave weighing not more than 100 g/m<sup>2</sup>"
41194,"5208211000","80","Fabrics for the manufacture of bandages dressings and medical gauzes"
41197,"5208219000","80","Other"
41200,"5208220000","80","Plain weave weighing more than 100 g/m<sup>2</sup>"
70266,"5208221600","10","Plain weave weighing more than 100 g/m<sup>2</sup> but not more than 130 g/m<sup>2</sup> and of a width"
70267,"5208221600","80","Not exceeding 165 cm"
41211,"5208221900","80","Exceeding 165 cm"
70268,"5208229600","10","Plain weave weighing more than 130 g/m2 and of a width"
70269,"5208229600","80","Not exceeding 165 cm"
41224,"5208229900","80","Exceeding 165 cm"
41227,"5208230000","80","3-thread or 4-thread twill including cross twill"
41230,"5208290000","80","Other fabrics"
41233,"5208310000","10","Dyed"
41234,"5208310000","80","Plain weave weighing not more than 100 g/m<sup>2</sup>"
41237,"5208320000","80","Plain weave weighing more than 100 g/m<sup>2</sup>"
70270,"5208321600","10","Plain weave weighing more than 100 g/m<sup>2</sup> but not more than 130 g/m<sup>2</sup> and of a width"
70271,"5208321600","80","Not exceeding 165 cm"
41248,"5208321900","80","Exceeding 165 cm"
70272,"5208329600","10","Plain weave weighing more than 130 g/m<sup>2</sup> and of a width"
70273,"5208329600","80","Not exceeding 165 cm"
41261,"5208329900","80","Exceeding 165 cm"
41264,"5208330000","80","3-thread or 4-thread twill including cross twill"
41267,"5208390000","80","Other fabrics"
41270,"5208410000","10","Of yarns of different colours"
41271,"5208410000","80","Plain weave weighing not more than 100 g/m<sup>2</sup>"
41274,"5208420000","80","Plain weave weighing more than 100 g/m<sup>2</sup>"
41277,"5208430000","80","3-thread or 4-thread twill including cross twill"
41280,"5208490000","80","Other fabrics"
41283,"5208510000","10","Printed"
41284,"5208510000","80","Plain weave weighing not more than 100 g/m<sup>2</sup>"
41285,"5208510011","10","Manufactured on handlooms"
41286,"5208510011","80","Hand-printed by the batik method"
41287,"5208510019","80","Other"
41288,"5208510091","10","Other"
41289,"5208510091","80","Hand-printed by the batik method"
41290,"5208510099","80","Other"
41291,"5208520000","80","Plain weave weighing more than 100 g/m<sup>2</sup>"
83634,"5208520011","10","Manufactured on handlooms"
83635,"5208520011","80","Hand-printed by the batik method"
83636,"5208520019","80","Other"
83637,"5208520091","10","Other"
83638,"5208520091","80","Hand-printed by the batik method"
83639,"5208520099","80","Other"
41313,"5208590000","80","Other fabrics"
86686,"5208591000","80","3-thread or 4-thread twill including cross twill"
86687,"5208591011","10","Manufactured on handlooms"
86688,"5208591011","80","Hand-printed by the batik method"
86689,"5208591019","80","Other"
86690,"5208591091","10","Other"
86691,"5208591091","80","Hand-printed by the batik method"
86692,"5208591099","80","Other"
86693,"5208599000","80","Other"
86694,"5208599011","10","Manufactured on handlooms"
86695,"5208599011","80","Hand-printed by the batik method"
86696,"5208599019","80","Other"
86697,"5208599091","10","Other"
86698,"5208599091","80","Hand-printed by the batik method"
86699,"5208599099","80","Other"
41320,"5209000000","80","Woven fabrics of cotton containing 85 % or more by weight of cotton weighing more than 200 g/m<sup>2</sup>"
41321,"5209110000","10","Unbleached"
41322,"5209110000","80","Plain weave"
41325,"5209120000","80","3-thread or 4-thread twill including cross twill"
41328,"5209190000","80","Other fabrics"
41331,"5209210000","10","Bleached"
41332,"5209210000","80","Plain weave"
41335,"5209220000","80","3-thread or 4-thread twill including cross twill"
41338,"5209290000","80","Other fabrics"
41341,"5209310000","10","Dyed"
41342,"5209310000","80","Plain weave"
41345,"5209320000","80","3-thread or 4-thread twill including cross twill"
41348,"5209390000","80","Other fabrics"
41351,"5209410000","10","Of yarns of different colours"
41352,"5209410000","80","Plain weave"
41355,"5209420000","80","Denim"
41358,"5209430000","80","Other fabrics of 3-thread or 4-thread twill including cross twill"
41361,"5209490000","80","Other fabrics"
41368,"5209510000","10","Printed"
41369,"5209510000","80","Plain weave"
41370,"5209510011","10","Manufactured on handlooms"
41371,"5209510011","80","Hand-printed by the batik method"
41372,"5209510019","80","Other"
41373,"5209510091","10","Other"
41374,"5209510091","80","Hand-printed by the batik method"
41375,"5209510099","80","Other"
41376,"5209520000","80","3-thread or 4-thread twill including cross twill"
41377,"5209520011","10","Manufactured on handlooms"
